1024,1,1,0.245892
1024,1,1,0.151388
1024,1,1,0.141081
2048,1,1,0.272398
2048,1,1,0.499953
2048,1,1,0.466839
4096,1,1,0.546483
4096,1,1,0.529933
4096,1,1,0.524583
8192,1,1,1.101485
8192,1,1,1.114310
8192,1,1,1.079736
16384,1,1,2.261174
16384,1,1,2.311769
16384,1,1,2.331197
32768,1,1,4.904258
32768,1,1,4.834786
32768,1,1,4.967430
65536,1,1,10.963436
65536,1,1,10.859980
65536,1,1,7.863069
131072,1,1,22.534918
131072,1,1,20.814673
131072,1,1,22.820609
262144,1,1,32.460664
262144,1,1,44.167624
262144,1,1,32.497372
524288,1,1,91.586402
524288,1,1,66.808571
524288,1,1,67.425684
1048576,1,1,141.443972
1048576,1,1,136.627029
1048576,1,1,141.897992
2097152,1,1,278.281341
2097152,1,1,292.010595
2097152,1,1,302.616487
4194304,1,1,583.617419
4194304,1,1,584.039871
4194304,1,1,584.171382
